Source,Language,Date,Branch,Region,Sessions,Event Name,Program Type,Public Event?,Volunteer Assisted?,Tags,Event Type,Hours,Tech?,Virtual?,Attendance,Audience Age,Older Adults?,Health and Wellness?,Business and Career?,EventSponsor,UniqueProgramID,Location,ESOL Flag (internal),School,Instructor,Comments,Group Category,Group Name,Participating Branch,Live Attendance,VideoViews,Branch blending,One on one program?,Outreach Type:,Zip code for comm health,Start time,Completion time,Program Area,Row to remove,Hybrid,High Profile,Vehicle,CHO ID,Interpretation Offered
Calendar of Events,English,7/8/2026 7:30:00 AM,East Flatbush,Flatbush,1,Meeting Room Reservation,Passive Programs,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,835989,"East Flatbush, Meeting Room 2",No,,,,Group,East Flatbush Library Patrons,,1,0,East Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:30:00 AM,East Flatbush,Flatbush,1,Meeting Room Reservation,Passive Programs,No,No,,Meeting Room,1.5,No,No,1,Adults,No,No,No,,835991,"East Flatbush, Meeting Room 2",No,,,,Group,East Flatbush Library Patrons,,1,0,East Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:30:00 AM,East Flatbush,Flatbush,1,Meeting Room Reservation,Passive Programs,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,835990,"East Flatbush, Meeting Room 1",No,,,,Group,East Flatbush Library Patrons,,1,0,East Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:30:00 PM,East Flatbush,Flatbush,1,Meeting Room Reservation,Passive Programs,No,No,,Meeting Room,1,No,No,1,Adults,No,No,No,,835994,"East Flatbush, Meeting Room 2",No,,,,Group,East Flatbush Library Patrons,,1,0,East Flatbush,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Midwood,Kings Highway,1,Outreach:   Our Tent(Family Enrichment Center),Adult Education,No,No,,Outreach,3,No,No,6,Adults,No,No,No,,835439,Midwood Library,No,,Midwood Staff,,Community Center,Our Tent : Family Enrichment Center,,6,0,Midwood,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Stone Avenue,New Lots,1,Heritage Human Services Crafts and Movies,"Dance, Music, Movies, & Performance",No,No,,Program,1,No,No,10,Adults,No,No,No,,834551,Stone Avenue Library,No,,,,,,,10,0,Stone Avenue,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Flatlands,Flatbush,1,Storytime,Story times,Yes,Yes,"first five years, story play, storytime",Program,1,No,No,30,BirthToFiveYears,No,No,No,,814451,Flatlands Library,No,,Dayana Morales Gomez,,,,,30,0,Flatlands,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 9:00:00 AM,New Utrecht,New Utrecht,1,Free Summer Meals,Health & Wellness,Yes,Yes,"free summer meals, summer meals",Program,1,No,No,20,Kids,No,No,No,,830779,"New Utrecht, J Meeting Room",No,,Abim Ettu,,,,,20,0,New Utrecht,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,New Utrecht,New Utrecht,1,Reading Coach,Juv & YA Education,Yes,Yes,"after school, homework help",Program,2,No,No,2,Kids,No,No,No,Volunteer Resources,833043,New Utrecht Library,No,,Tom Huang,,,,,2,0,New Utrecht,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 2:00:00 PM,"Central, Info Commons",Central,1,English Conversation Group,Adult Education,Yes,No,"adult learning, conversations, english conversation group, Immigrant Services",Program,2,No,No,8,Adults,No,No,No,Volunteer Resources,831759,"Central Library, Info Commons, Room 7",Yes,,,,,,,8,0,"Central, Info Commons","No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:30:00 AM,Greenpoint,Crown Heights,1,Free English Class (We Speak NYC),Adult Education,Yes,No,"adult learning, ESOL, Immigrant Services, WeSpeakNYC",Program,2,No,No,3,Adults,No,No,No,,833294,Greenpoint Library,Yes,,Raad Rahman,,,,,3,0,Greenpoint,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Cortelyou,Flatbush,1,Free English Class (We Speak NYC),Reading & Writing,Yes,No,"adult learning, ESOL, Immigrant Services, WeSpeakNYC",Program,2,No,No,10,Adults,No,No,No,,833436,"Cortelyou, Meeting Room",Yes,,Roja,,,,,10,0,Cortelyou,"No, not a one-on-one",,,,,,,0,0,0,,
Salesforce,,7/8/2026 12:00:00 AM,New Lots Learning Center,New Lots,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,2,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,New Lots,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,New Lots Learning Center,New Lots,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,2,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,New Lots,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,New Lots Learning Center,New Lots,1,Adult Basic Education/Adult Secondary Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, LRN CIR",Program,2,No,No,5,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,New Lots,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 6:00:00 AM,Gerritsen Beach,Kings Highway,1,The Cycle Alliance's Period Pantry at Gerritsen Beach!,Parent / Caregiver Workshop,Yes,No,"Cycle Alliance, health and wellness, mental health, teen time",Program,7,No,No,0,Teens,No,Yes,No,,832134,Gerritsen Beach Library,No,,,,,,,0,0,Gerritsen Beach,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:00:00 AM,McKinley Park,New Utrecht,1,Period and Personal Care Pantry at McKinley Park,Passive Programs,Yes,No,"Bklyn Incubator, Cycle Alliance, health and wellness, teen time",Program,8,No,No,4,Teens,No,Yes,No,,827823,McKinley Park Library,No,,,,,,,4,0,McKinley Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:00:00 AM,Brooklyn Heights,Park Slope,1,The Cycle Alliance's Period Pantry at Brooklyn Heights!,Health & Wellness,Yes,No,"Cycle Alliance, health and wellness, mental health, teen time",Program,7,No,No,5,Teens,No,Yes,No,,829470,"Brooklyn Heights Library, Gaming Room",No,,Shamima Sharmin,,,,Brooklyn Heights Library,5,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 9:30:00 AM,Clarendon,Flatbush,1,Midwood Creative Writing Group @ Clarendon,Reading & Writing,Yes,No,"creative writing, writing workshop",Program,1.5,No,No,5,OlderAdults,Yes,No,No,,833888,"Clarendon, Meeting Room",No,,,,,,,5,0,Clarendon,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,New Utrecht,New Utrecht,1,"Knit One, Purl One Knitting and Crochet Group","Crafting, Digital Media, Making",Yes,No,"arts and crafts, fiber arts, knitting and crocheting",Program,2,No,No,3,OlderAdults,Yes,No,No,,833063,"New Utrecht, Auditorium",No,,Rocky Simpson,,,,,3,0,New Utrecht,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Ulmer Park,New Utrecht,1,Older Adult: Mahjong Lesson,Games,Yes,No,"Chinese, table-top & board games",Program,3,No,No,12,OlderAdults,Yes,No,No,,831484,"Ulmer Park, Meeting Room",No,,Siu Tsang,,,,,12,0,Ulmer Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 8:00:00 AM,Sheepshead Bay,Kings Highway,1,Come meet the JASA representative and learn about the wide range of services for older adults!,Health & Wellness,Yes,No,"benefit assistance, mental health, social services",Program,2,No,No,0,Adults,Yes,Yes,No,,820393,Sheepshead Bay Library,No,,,,,,,0,0,Sheepshead Bay,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 8:00:00 AM,Kings Highway,Kings Highway,1,Yoga with Nicole and ShapeUp NYC,Health & Wellness,Yes,No,"health and wellness, yoga and meditation",Program,1,No,No,12,OlderAdults,Yes,Yes,No,Older Adults,832590,"Kings Highway, Meeting Room",No,,Nicole with ShapeUp,,,,Kings Highway Library,12,0,Kings Highway,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Homecrest,Kings Highway,1,SelfHelp Benefits Tabling,Passive Programs,Yes,No,"adult learning, benefit assistance, Healthy Communities",Program,1,No,No,3,OlderAdults,Yes,Yes,No,,833828,Homecrest Library,No,,Galina,,,,,3,0,Homecrest,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 7:00:00 AM,Bushwick,Crown Heights,1,Bookmobile @ Bushwick Community Partnership,Passive Programs,Yes,No,"bookmobile, Spanish",Program,4,No,No,67,Adults,No,No,No,Satellite Services,829278,Bushwick Library,No,,Bushwick Staff,,,,Bushwick Library,67,0,Bushwick,"No, not a one-on-one",,,,,,,0,0,1,,
Salesforce,,7/8/2026 12:00:00 AM,Central  Learning Center,Central,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,1,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Central  Learning Center,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Bedford Learning Center,Crown Heights,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,5,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Bedford,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Bedford Learning Center,Crown Heights,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,1,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Bedford,"No, not a one-on-one",,,,,,,,,,,
Salesforce,,7/8/2026 12:00:00 AM,Bedford Learning Center,Crown Heights,1,Adult Basic Education,Adult Education,No,No,"Adult Learning, Learning Center, Small Group, ABE",Program,2,No,No,0,Adults,No,No,No,Adult Learning,,,No,,,,,,,0,0,Bedford,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 6:00:00 AM,Ryder,Kings Highway,1,PS 121 Class Visit,Juv & YA Education,No,No,,Visit,1,Yes,No,23,Kids,No,No,No,,834530,Ryder Library,No,P.S. 121 Nelson A. Rockefeller,Damla Bek,,School,,,23,0,Ryder,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Crown Heights,Crown Heights,1,Computer Basics,Adult Education,No,No,,Program,1,Yes,No,4,Teens,No,No,No,,834644,"Crown Heights, Teen Tech Center",No,,Kleon Battersby,,,,Crown Heights Library,4,0,Crown Heights,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:10:00 AM,Flatlands,Flatbush,1,Advanced Reference,Adult Education,No,No,,Program,0.4167,Yes,No,1,Adults,No,No,No,,836022,Flatlands Library,No,,Michael Condon,,,,,1,0,Flatlands,"Yes, this is a monthly summary of one-on-one sessions",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Macon,New Lots,1,Computer Basic and Beyond,Adult Education,No,No,techknowledge,Program,1,Yes,No,6,Adults,Yes,No,No,"Connected Communities (NYC-CC), Older Adults, Tech Tools (DASNY)",834748,"Macon, Small Auditorium",No,,Henderson ward,,,,,6,0,Macon,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,DeKalb,Crown Heights,1,Ask A Tech,Adult Education,No,No,"adult learning, computer basics, techknowledge",Program,1,Yes,No,2,Adults,Yes,No,No,"Connected Communities (NYC-CC), Older Adults, Tech Tools (DASNY)",832306,DeKalb Library,No,,Francisco Corchado,,,,,2,0,DeKalb,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:00:00 AM,Central,Central,1,Neighborhood Tech Help,Adult Education,No,No,"computer basics, techknowledge",Outreach,7,Yes,No,4,OlderAdults,Yes,No,No,Neighborhood Tech Help,833738,Central Library,No,,,,Nursing Home/Senior Center,Marlboro Senior Center,,4,0,Central,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:15:00 AM,Sheepshead Bay,Kings Highway,1,One on One Technology Training,Adult Education,No,No,,Program,0.75,Yes,No,1,OlderAdults,Yes,No,No,,835512,Sheepshead Bay Library,No,,T Thompson,,,,,1,0,Sheepshead Bay,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:00:00 PM,Washington Irving,Crown Heights,1,LEGO Robotics,Juv & YA Education,No,Yes,"computer programming, lego robotics, techknowledge",Program,1.5,Yes,No,3,Teens,No,No,No,"Connected Communities (NYC-CC), Tech Tools (DASNY)",818374,"Washington Irving, Auditorium",No,,Chris Cotton and Jessica Mirabile,,,,Washington Irving Library,3,0,Washington Irving,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:30:00 AM,Sunset Park,New Utrecht,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,695D61A1,Sunset Park,No,,,,,,,1,0,Sunset Park,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 2:00:00 PM,Sunset Park,New Utrecht,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,CFC8953F,Sunset Park,No,,,,,,,1,0,Sunset Park,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 3:00:00 PM,Williamsburgh,Park Slope,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,4EED20AD,Williamsburgh,No,,,,,,,1,0,Williamsburgh,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Kensington,Kings Highway,1,Ask a Tech,Adult Education,Yes,No,"adult learning, computer basics, summer reading, techknowledge",Program,1,Yes,No,3,Adults,No,No,No,,827837,Kensington Library,No,,N.Shulga-trs,,,,,3,0,Kensington,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 9:00:00 AM,Cypress Hills,New Lots,1,Neighborhood Tech Help,Adult Education,Yes,No,"computer basics, techknowledge",Program,4,Yes,No,0,Adults,No,No,No,Neighborhood Tech Help,833756,Cypress Hills Library,No,,,,,,,0,0,Cypress Hills,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,Saratoga,New Lots,1,Android Phone Basic,Adult Education,Yes,No,"adult learning, techknowledge",Program,1,Yes,No,1,Adults,No,No,No,"Connected Communities (NYC-CC), Tech Tools (DASNY)",813151,"Saratoga, Meeting Room",No,,Shawn Campbell,,,,,1,0,Saratoga,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:30:00 AM,Brooklyn Heights,Park Slope,1,Ask A Tech,Adult Education,Yes,No,"adult learning, computer basics, techknowledge",Program,1,Yes,No,5,Adults,No,No,No,,818673,"Brooklyn Heights Library, Gaming Room",No,,Yvette Blocker,,,,,5,0,Brooklyn Heights,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Pacific,Park Slope,1,Ask‑A‑Tech: One-on-One Technology Help,Adult Education,Yes,No,"computer basics, computer programming, techknowledge",Program,1,Yes,No,1,Adults,No,No,No,,834441,"Pacific, Basement Meeting Room",No,,ATorres,,,,,1,0,Pacific,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 10:00:00 AM,Park Slope,Park Slope,1,Ask A Tech: By Appointment (Park Slope),Adult Education,Yes,No,"adult learning, computer basics, techknowledge",Program,0.5,Yes,No,0,Adults,No,No,No,,833500,Park Slope Library,No,,Luzbel Zheng,,,,,0,0,Park Slope,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 10:30:00 AM,Park Slope,Park Slope,1,Ask A Tech: By Appointment (Park Slope),Adult Education,Yes,No,"adult learning, computer basics, techknowledge",Program,0.5,Yes,No,0,Adults,No,No,No,,833515,Park Slope Library,No,,Luzbel Zheng,,,,,0,0,Park Slope,"Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 11:00:00 AM,"Central, B&CC",Central,1,Digital Skills & AI Literacy: Info Session,Career & Prof Dev,Yes,No,"adult learning, AI and emerging technologies, business, career, small business",Program,1.5,Yes,No,10,Adults,No,No,Yes,"Business & Career Center, DSAIL grant",829973,"Central Library, Business & Career Center, Event Room",No,,Chris Ludvigsen & Tyler Williams,,,,,10,0,"Central, B&CC","No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:00:00 AM,"Central, B&CC",Central,1,Tech Help for Your Job Search,Career & Prof Dev,Yes,No,"business, career, computer basics, resume",Program,2,Yes,No,1,Adults,No,No,Yes,Business & Career Center,818920,"Central Library, Business & Career Center, Classroom",No,,Wendy and Raphael,,,,Central Library,1,0,"Central, B&CC","Yes, this session was designed as one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 7:00:00 AM,Rugby,Flatbush,1,Library Lanes: Virtual Bowling for Older Adults,Career & Prof Dev,Yes,No,"techknowledge, video games",Program,1,Yes,No,3,OlderAdults,Yes,No,Yes,,831549,"Rugby, Meeting Room",No,,N. McRae,,,,,3,0,Rugby,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,"English, Spanish",7/8/2026 9:00:00 AM,Sunset Park,New Utrecht,1,Ask A Tech [English & Spanish],Adult Education,Yes,Yes,"adult learning, computer basics, techknowledge",Program,1,Yes,No,5,OlderAdults,Yes,No,No,,832292,Sunset Park Library,No,,Donato Huertero,,,,Sunset Park Library,5,0,Sunset Park,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 6:00:00 AM,"Central, Info Commons",Central,1,English Conversation Group,Adult Education,Yes,No,"adult learning, conversations, english conversation group, Immigrant Services",Program,2,Yes,No,9,Adults,No,No,No,Volunteer Resources,831740,"Central Library, Info Commons, Room 4",Yes,,,,,,,9,0,"Central, Info Commons","No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 12:00:00 PM,Ryder,Kings Highway,1,Virtual English Conversation Group,Adult Education,Yes,Yes,"adult learning, conversations, english conversation group, Immigrant Services, Virtual Programming",Program,1,Yes,Yes,7,Adults,No,No,No,"Adult Learning, Volunteer Resources",828381,Ryder Library,Yes,,Enid Myers,,,,,7,0,Ryder,"No, not a one-on-one",,,,,,,0,0,0,,
Calendar of Events,English,7/8/2026 10:30:00 AM,Brooklyn Heights,Park Slope,1,Public Reservation,,No,No,,Meeting Room,1.5,No,No,1,Adults,No,No,No,,6a4d135b428f9643108825,"Brooklyn Heights, Pineapple Meeting Room",No,,,Meeting and study,,,,1,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Brooklyn Heights,Park Slope,1,Public Reservation,,No,No,,Meeting Room,1,No,No,1,Adults,No,No,No,,6a4e5cf5c9d15643984776,"Brooklyn Heights, Orange Meeting Room",No,,,Zoom,,,,1,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 12:00:00 PM,Brooklyn Heights,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,6a49219835fc8864431430,"Brooklyn Heights, Orange Meeting Room",No,,,Virtual meetings,,,,1,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:30:00 PM,Brooklyn Heights,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,3,Adults,No,No,No,,6a4be1114d12c335684194,"Brooklyn Heights, Cranberry Meeting Room",No,,,Play reading,,,,3,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 2:30:00 PM,Brooklyn Heights,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,6a32c42349e52479707299,"Brooklyn Heights, Pineapple Meeting Room",No,,,heads down work,,,,1,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 3:30:00 PM,Brooklyn Heights,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,3,Adults,No,No,No,,6a4be2843400b427973630,"Brooklyn Heights, Cranberry Meeting Room",No,,,Play reading,,,,3,0,Brooklyn Heights,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 2:30:00 PM,Clinton Hill,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,6a4bef5febc2d968250882,"Clinton Hill, Meeting Room",No,,,study,,,,1,0,Clinton Hill,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 10:30:00 AM,Park Slope,Park Slope,1,Public Reservation,,No,No,,Meeting Room,3,No,No,3,Adults,No,No,No,,6a3abea40d123540989176,"Park Slope, Meeting Room",No,,,CPSE Speech Evaluation,,,,3,0,Park Slope,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 2:00:00 PM,Park Slope,Park Slope,1,Public Reservation,,No,No,,Meeting Room,3,No,No,4,Adults,No,No,No,,6a4cf180e5cc8353456330,"Park Slope, Meeting Room",No,,,writing group,,,,4,0,Park Slope,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 10:30:00 AM,DeKalb,Crown Heights,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,7F77F38A,DeKalb,No,,,,,,,1,0,DeKalb,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 11:45:00 AM,DeKalb,Crown Heights,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,BAB1217A,DeKalb,No,,,,,,,1,0,DeKalb,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 11:45:00 AM,Flatlands,Flatbush,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,98F5010F,Flatlands,No,,,,,,,1,0,Flatlands,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 3:00:00 PM,Flatlands,Flatbush,1,Notary Reservation,Civic Engagement & Rights,No,No,,Program,0.25,No,No,1,Adults,No,No,No,ONS,5AE4912C,Flatlands,No,,,,,,,1,0,Flatlands,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 10:30:00 AM,Adams Street,Park Slope,1,Public Reservation,,No,No,,Meeting Room,1.5,No,No,1,Adults,No,No,No,,6a4e539db233b845363059,"Adams Street, Small Meeting Room",No,,,meeting,,,,1,0,Adams Street,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:00:00 PM,Adams Street,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,6a4e5c42a5bfd437682279,"Adams Street, Small Meeting Room",No,,,,,,,1,0,Adams Street,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 3:00:00 PM,Adams Street,Park Slope,1,Public Reservation,,No,No,,Meeting Room,2,No,No,4,Adults,No,No,No,,6a356b3b08222201241472,"Adams Street, Small Meeting Room",No,,,Riverside Sessions,,,,4,0,Adams Street,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 11:00:00 AM,Ryder,Kings Highway,1,Public Reservation,,No,No,,Meeting Room,0.5,No,No,1,Adults,No,No,No,,6a47c7a4ebf16856185863,"Ryder, Program Room",No,,,Remote Job Interview,,,,1,0,Ryder,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:00:00 PM,Ryder,Kings Highway,1,Public Reservation,,No,No,,Meeting Room,1.5,No,No,1,Adults,No,No,No,,6a47c80808905567928512,"Ryder, Program Room",No,,,Remote Interview Part 2,,,,1,0,Ryder,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:00:00 PM,Sunset Park,New Utrecht,1,Public Reservation,,No,No,,Meeting Room,1,No,No,2,Adults,No,No,No,,6a43e3da89d0f746022337,"Sunset Park, Meeting Room 2",No,,,"I work in Sunset Park but I live in Harlem and the only availability that my therapist has is this time and I don't have a quiet, private space at work where I could take the call, so I thought about the library. Would this be okay?",,,,2,0,Sunset Park,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 10:30:00 AM,Greenpoint,Crown Heights,1,Public Reservation,,No,No,,Meeting Room,2,No,No,8,Adults,No,No,No,,6a3e72208faf6905334152,"Greenpoint, Walnut Meeting Room",No,,,Counseling college applicants on their application.,,,,8,0,Greenpoint,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 12:30:00 PM,Greenpoint,Crown Heights,1,Public Reservation,,No,No,,Meeting Room,0.5,No,No,1,Adults,No,No,No,,6a452ba423afa636990084,"Greenpoint, Meeting Room",No,,,Writing/drafting,,,,1,0,Greenpoint,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:30:00 PM,Clarendon,Flatbush,1,Public Reservation,,No,No,,Meeting Room,1.5,No,No,21,Adults,No,No,No,,6a3d77bba5d2c807448841,"Clarendon, Meeting Room",No,,,Midwood Writing Group,,,,21,0,Clarendon,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:30:00 PM,East Flatbush,Flatbush,1,Public Reservation,,No,No,,Meeting Room,2,No,No,1,Adults,No,No,No,,6a4543729a56f153085331,"East Flatbush, Meeting Room 2",No,,,Conference call,,,,1,0,East Flatbush,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 3:30:00 PM,Flatbush,Flatbush,1,Public Reservation,,No,No,,Meeting Room,1.5,No,No,30,Adults,No,No,No,,6a2c7cfa5f0d9652897792,"Flatbush, Large Meeting Room",No,,,"The Launch of Myo the Chair: lesson  from there barbershop ,botherhoood and the making of man. By Rev. Patrick  A. Sands",,,,30,0,Flatbush,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 12:00:00 PM,Rugby,Flatbush,1,Public Reservation,,No,No,,Meeting Room,1,No,No,3,Adults,No,No,No,,6a4e73936acc3982353998,"Rugby, Small Conference Room",No,,,Courtesy same-day reservation,,,,3,0,Rugby,"No, not a one-on-one",,,,,,,,,,,
Calendar of Events,English,7/8/2026 1:30:00 PM,Rugby,Flatbush,1,Public Reservation,,No,No,,Meeting Room,1,No,No,4,Adults,No,No,No,,6a4d3791b4842135851854,"Rugby, Small Conference Room",No,,,special instruction educational for children,,,,4,0,Rugby,"No, not a one-on-one",,,,,,,,,,,
